Tema;Ramo do direito;Assuntos;Tese Firmada;Anotações NUGEPNAC;Informações Complementares;Repercussão Geral
1162;DIREITO PREVIDENCIÁRIO;(6105) Auxílio-Reclusão (Art. 80), (6177) Concessão;-;<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes - PGF<br />Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 391/STJ.</b></p>;<p>Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma questão de direito, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial, na Segunda Instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.</p>;-
1163;DIREITO PROCESSUAL PENAL;(1209) DIREITO PROCESSUAL PENAL, (10914) Busca e Apreensão de Bens;-;Processo destacado de ofício pelo relator.<br>Afetação na sessão eletrônica iniciada em 24/8/2022 e finalizada em 30/8/2022 (Terceira Seção).;Não aplicação do disposto na parte final do § 1º do art. 1.036 do Código de Processo Civil e no art. 256-L do Regimento Interno do Superior Tribunal de Justiça (suspensão do trâmite dos processos pendentes).;-
1164;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (6048) Contribuições Previdenciárias, (6063) Auxílio-Alimentação;Incide a contribuição previdenciária a cargo do empregador sobre o auxílio-alimentação pago em pecúnia.;Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 31/8/2022 e finalizada em 6/9/2022 (Primeira Seção).<br><b>Vide Controvérsia n. 432/STJ.</b>;Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (art. 256-L do RISTJ).;-
1164;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (6048) Contribuições Previdenciárias, (6063) Auxílio-Alimentação;Incide a contribuição previdenciária a cargo do empregador sobre o auxílio-alimentação pago em pecúnia.;Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 31/8/2022 e finalizada em 6/9/2022 (Primeira Seção).<br><b>Vide Controvérsia n. 432/STJ.</b>;Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (art. 256-L do RISTJ).;-
1165;DIREITO PROCESSUAL PENAL;(7791) Pena Privativa de Liberdade;<p>A decisão que defere a progressão de regime não tem natureza constitutiva, senão declaratória. O termo inicial para a progressão de regime deverá ser a data em que preenchidos os requisitos objetivo e subjetivo descritos no art. 112 da Lei 7.210, de 11/07/1984 (Lei de Execução Penal), e não a data em que efetivamente foi deferida a progressão. Essa data deverá ser definida de forma casuística, fixando-se como termo inicial o momento em que preenchido o último requisito pendente, seja ele o objetivo ou o subjetivo. Se por último for preenchido o requisito subjetivo, independentemente da anterior implementação do requisito objetivo, será aquele (o subjetivo) o marco para fixação da data-base para efeito de nova progressão de regime.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br /><b>Vide Controvérsia n. 406/STJ.</b></p>;<p>Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).</p>;-
1165;DIREITO PROCESSUAL PENAL;(7791) Pena Privativa de Liberdade;<p>A decisão que defere a progressão de regime não tem natureza constitutiva, senão declaratória. O termo inicial para a progressão de regime deverá ser a data em que preenchidos os requisitos objetivo e subjetivo descritos no art. 112 da Lei 7.210, de 11/07/1984 (Lei de Execução Penal), e não a data em que efetivamente foi deferida a progressão. Essa data deverá ser definida de forma casuística, fixando-se como termo inicial o momento em que preenchido o último requisito pendente, seja ele o objetivo ou o subjetivo. Se por último for preenchido o requisito subjetivo, independentemente da anterior implementação do requisito objetivo, será aquele (o subjetivo) o marco para fixação da data-base para efeito de nova progressão de regime.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br /><b>Vide Controvérsia n. 406/STJ.</b></p>;<p>Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).</p>;-
1165;DIREITO PROCESSUAL PENAL;(7791) Pena Privativa de Liberdade;<p>A decisão que defere a progressão de regime não tem natureza constitutiva, senão declaratória. O termo inicial para a progressão de regime deverá ser a data em que preenchidos os requisitos objetivo e subjetivo descritos no art. 112 da Lei 7.210, de 11/07/1984 (Lei de Execução Penal), e não a data em que efetivamente foi deferida a progressão. Essa data deverá ser definida de forma casuística, fixando-se como termo inicial o momento em que preenchido o último requisito pendente, seja ele o objetivo ou o subjetivo. Se por último for preenchido o requisito subjetivo, independentemente da anterior implementação do requisito objetivo, será aquele (o subjetivo) o marco para fixação da data-base para efeito de nova progressão de regime.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br /><b>Vide Controvérsia n. 406/STJ.</b></p>;<p>Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).</p>;-
1165;DIREITO PROCESSUAL PENAL;(7791) Pena Privativa de Liberdade;<p>A decisão que defere a progressão de regime não tem natureza constitutiva, senão declaratória. O termo inicial para a progressão de regime deverá ser a data em que preenchidos os requisitos objetivo e subjetivo descritos no art. 112 da Lei 7.210, de 11/07/1984 (Lei de Execução Penal), e não a data em que efetivamente foi deferida a progressão. Essa data deverá ser definida de forma casuística, fixando-se como termo inicial o momento em que preenchido o último requisito pendente, seja ele o objetivo ou o subjetivo. Se por último for preenchido o requisito subjetivo, independentemente da anterior implementação do requisito objetivo, será aquele (o subjetivo) o marco para fixação da data-base para efeito de nova progressão de regime.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br /><b>Vide Controvérsia n. 406/STJ.</b></p>;<p>Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).</p>;-
1165;DIREITO PROCESSUAL PENAL;(7791) Pena Privativa de Liberdade;<p>A decisão que defere a progressão de regime não tem natureza constitutiva, senão declaratória. O termo inicial para a progressão de regime deverá ser a data em que preenchidos os requisitos objetivo e subjetivo descritos no art. 112 da Lei 7.210, de 11/07/1984 (Lei de Execução Penal), e não a data em que efetivamente foi deferida a progressão. Essa data deverá ser definida de forma casuística, fixando-se como termo inicial o momento em que preenchido o último requisito pendente, seja ele o objetivo ou o subjetivo. Se por último for preenchido o requisito subjetivo, independentemente da anterior implementação do requisito objetivo, será aquele (o subjetivo) o marco para fixação da data-base para efeito de nova progressão de regime.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br /><b>Vide Controvérsia n. 406/STJ.</b></p>;<p>Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).</p>;-
1166;DIREITO PENAL;(3430) Apropriação indébita Previdenciária, (10623) Prescrição;"O crime de apropriação indébita previdenciária, previsto no art. 168-A, § 1.º, inciso I, do Código Penal, possui natureza de delito material, que só se consuma com a constituição definitiva, na via administrativa, do crédito tributário, consoante o disposto na Súmula Vinculante n. 24 do Supremo Tribunal Federal.
";"Dados parcialmente recuperados via sistema Athos e Projeto Accordes.<br />
Afetação na sessão eletrônica iniciada em 3/8/2022 e finalizada em 9/8/2022 (Terceira Seção).<br />
<b>Vide Controvérsia n. 300/STJ.</b>
";"Não aplicação da suspensão do trâmite dos processos pendentes prevista na parte final do § 1.º do art. 1.036 do Código de Processo Civil e no art. 256-L do Regimento Interno do Superior Tribunal de Justiça (suspensão do trâmite dos processos pendentes).
";-
1167;DIREITO PROCESSUAL PENAL;(1209) DIREITO PROCESSUAL PENAL, (14226) Crimes Previstos na Lei Maria da Penha;"""A audiência prevista no art. 16 da Lei 11.340/2006 tem por objetivo confirmar a retratação, não a representação, e não pode ser designada de ofício pelo juiz. Sua realização somente é necessária caso haja manifestação do desejo da vítima de se retratar trazida aos autos antes do recebimento da denúncia"".";Dados parcialmente recuperados via sistema Athos e Projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 3/8/2022 e finalizada em 9/8/2022 (Terceira Seção).<br><b>Vide Controvérsia n. 403/STJ.</b>;Não aplicação da hipótese do disposto na parte final do § 1º do art. 1.036 do Código de Processo Civil (suspensão do trâmite dos processos pendentes).;-
1167;DIREITO PROCESSUAL PENAL;(1209) DIREITO PROCESSUAL PENAL, (14226) Crimes Previstos na Lei Maria da Penha;"""A audiência prevista no art. 16 da Lei 11.340/2006 tem por objetivo confirmar a retratação, não a representação, e não pode ser designada de ofício pelo juiz. Sua realização somente é necessária caso haja manifestação do desejo da vítima de se retratar trazida aos autos antes do recebimento da denúncia"".";Dados parcialmente recuperados via sistema Athos e Projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 3/8/2022 e finalizada em 9/8/2022 (Terceira Seção).<br><b>Vide Controvérsia n. 403/STJ.</b>;Não aplicação da hipótese do disposto na parte final do § 1º do art. 1.036 do Código de Processo Civil (suspensão do trâmite dos processos pendentes).;-
1168;DIREITO PENAL;(287) DIREITO PENAL, (3637) Crimes Previstos no Estatuto da criança e do adolescente;Os tipos penais trazidos nos arts. 241-A e 241-B do Estatuto da Criança e do Adolescente são autônomos, com verbos e condutas distintas, sendo que o crime do art. 241-B não configura fase normal, tampouco meio de execução para o crime do art. 241-A, o que possibilita o reconhecimento de concurso material de crimes.;Dados parcialmente recuperados via sistema Athos e Projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br><b>Vide Controvérsia n. 393/STJ.<br></b>;Não aplicação da hipótese do disposto na parte final do § 1º do art. 1.036 do Código de Processo Civil (suspensão do trâmite dos processos pendentes).;-
1168;DIREITO PENAL;(287) DIREITO PENAL, (3637) Crimes Previstos no Estatuto da criança e do adolescente;Os tipos penais trazidos nos arts. 241-A e 241-B do Estatuto da Criança e do Adolescente são autônomos, com verbos e condutas distintas, sendo que o crime do art. 241-B não configura fase normal, tampouco meio de execução para o crime do art. 241-A, o que possibilita o reconhecimento de concurso material de crimes.;Dados parcialmente recuperados via sistema Athos e Projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br><b>Vide Controvérsia n. 393/STJ.<br></b>;Não aplicação da hipótese do disposto na parte final do § 1º do art. 1.036 do Código de Processo Civil (suspensão do trâmite dos processos pendentes).;-
1168;DIREITO PENAL;(287) DIREITO PENAL, (3637) Crimes Previstos no Estatuto da criança e do adolescente;Os tipos penais trazidos nos arts. 241-A e 241-B do Estatuto da Criança e do Adolescente são autônomos, com verbos e condutas distintas, sendo que o crime do art. 241-B não configura fase normal, tampouco meio de execução para o crime do art. 241-A, o que possibilita o reconhecimento de concurso material de crimes.;Dados parcialmente recuperados via sistema Athos e Projeto Accordes.<br>Afetação na sessão eletrônica iniciada em 17/8/2022 e finalizada em 23/8/2022 (Terceira Seção).<br><b>Vide Controvérsia n. 393/STJ.<br></b>;Não aplicação da hipótese do disposto na parte final do § 1º do art. 1.036 do Código de Processo Civil (suspensão do trâmite dos processos pendentes).;-
1169;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(10305) Gratificações de Atividade, (10685) Correção Monetária;-;<p>RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Corte Especial).Vide Controvérsia n. 439/STJ.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1169;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(10305) Gratificações de Atividade, (10685) Correção Monetária;-;<p>RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Corte Especial).Vide Controvérsia n. 439/STJ.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1169;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(10305) Gratificações de Atividade, (10685) Correção Monetária;-;<p>RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Corte Especial).Vide Controvérsia n. 439/STJ.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1170;DIREITO TRIBUTÁRIO;(6060) Contribuição sobre a folha de salários;<p>A contribuição previdenciária patronal incide sobre os valores pagos ao trabalhador a título de décimo terceiro salário proporcional relacionado ao período do aviso prévio indenizado.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 404/STJ.</b></p>;<p>Há determinação de suspensão da tramitação dos recursos especiais e agravos em recurso especial cujos objetos coincidam com o da matéria afetada, segundo o disposto no art. 1.037, inciso II, do CPC/2015 e observada a orientação do art. 256-L do RISTJ.</p>;-
1170;DIREITO TRIBUTÁRIO;(6060) Contribuição sobre a folha de salários;<p>A contribuição previdenciária patronal incide sobre os valores pagos ao trabalhador a título de décimo terceiro salário proporcional relacionado ao período do aviso prévio indenizado.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 404/STJ.</b></p>;<p>Há determinação de suspensão da tramitação dos recursos especiais e agravos em recurso especial cujos objetos coincidam com o da matéria afetada, segundo o disposto no art. 1.037, inciso II, do CPC/2015 e observada a orientação do art. 256-L do RISTJ.</p>;-
1170;DIREITO TRIBUTÁRIO;(6060) Contribuição sobre a folha de salários;<p>A contribuição previdenciária patronal incide sobre os valores pagos ao trabalhador a título de décimo terceiro salário proporcional relacionado ao período do aviso prévio indenizado.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 404/STJ.</b></p>;<p>Há determinação de suspensão da tramitação dos recursos especiais e agravos em recurso especial cujos objetos coincidam com o da matéria afetada, segundo o disposto no art. 1.037, inciso II, do CPC/2015 e observada a orientação do art. 256-L do RISTJ.</p>;-
1170;DIREITO TRIBUTÁRIO;(6060) Contribuição sobre a folha de salários;<p>A contribuição previdenciária patronal incide sobre os valores pagos ao trabalhador a título de décimo terceiro salário proporcional relacionado ao período do aviso prévio indenizado.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 5/10/2022 e finalizada em 11/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 404/STJ.</b></p>;<p>Há determinação de suspensão da tramitação dos recursos especiais e agravos em recurso especial cujos objetos coincidam com o da matéria afetada, segundo o disposto no art. 1.037, inciso II, do CPC/2015 e observada a orientação do art. 256-L do RISTJ.</p>;-
1171;DIREITO PENAL;(3419) Roubo;"A utilização de simulacro de arma configura a elementar grave ameaça do tipo penal do roubo, subsumindo à hipótese legal que veda a substituição da pena.
";"Dados parcialmente recuperados via sistema Athos.<br />
Afetação na sessão eletrônica iniciada em 28/9/2022 e finalizada em 4/10/2022 (Terceira Seção).<br />
<b>Vide Controvérsia n. 434/STJ.</b>
";"Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e do art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).
";-
1172;DIREITO PENAL;(3417) Furto Qualificado;"A reincidência específica como único fundamento só justifica o agravamento da pena em fração mais gravosa que 1/6 em casos excepcionais e mediante detalhada fundamentação baseada em dados concretos do caso.
";"Dados parcialmente recuperados via sistema Athos.<br />
Afetação na sessão eletrônica iniciada em 14/9/2022 e finalizada em 20/9/2022 (Terceira Seção).<br />
<b>Vide Controvérsia n. 442/STJ.</b>
";"Não aplicação do disposto na parte final do § 1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).
";-
1173;DIREITO CIVIL;(899) DIREITO CIVIL, (10431) Responsabilidade Civil, (14919) Atraso na Entrega do Imóvel, (10432) Coisas, (10496) Promessa de Compra e Venda, (6220) Responsabilidade do Fornecedor, (1156) DIREITO DO CONSUMIDOR;-;Processos destacados de ofício pelo relator.<br>Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Segunda Seção).;<b>Não há</b> determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos. (acórdão publicado no DJe de 1º/12/2022);-
1173;DIREITO CIVIL;(899) DIREITO CIVIL, (10431) Responsabilidade Civil, (14919) Atraso na Entrega do Imóvel, (10432) Coisas, (10496) Promessa de Compra e Venda, (6220) Responsabilidade do Fornecedor, (1156) DIREITO DO CONSUMIDOR;-;Processos destacados de ofício pelo relator.<br>Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Segunda Seção).;<b>Não há</b> determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos. (acórdão publicado no DJe de 1º/12/2022);-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1174;DIREITO TRIBUTÁRIO;(6048) Contribuições Previdenciárias;<p>As parcelas relativas ao vale-transporte, vale-refeição/alimentação, plano de assistência à saúde (auxílio-saúde, odontológico e farmácia), ao Imposto de Renda retido na fonte (IRRF) dos empregados e à contribuição previdenciária dos empregados, descontadas na folha de pagamento do trabalhador, constituem simples técnica de arrecadação ou de garantia para recebimento do credor, e não modificam o conceito de salário ou de salário contribuição, e, portanto, não modificam a base de cálculo da contribuição previdenciária patronal, do SAT e da contribuição de terceiros.</p>;<p>Dados parcialmente recuperados via sistema Athos-STF.<br />Afetação na sessão eletrônica iniciada em 21/9/2022 e finalizada em 27/9/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 453/STJ.</b><br />Os Recursos Especiais n. 2.023.016/RS, 2.027.413/PR e 2.027.411/PR, foram afetados na sessão realizada em 12/4/2023, por Questão de Ordem proposta pelo Ministro Relator, tendo sida ampliada a questão submetida a julgamento.</p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;-
1175;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(10296) Descontos Indevidos, (10304) Auxílio-Alimentação;"<p>a) antes da vigência do § 7º do art. 22 do Estatuto da OAB (5 de outubro de 2018), é necessária a apresentação dos contratos celebrados com cada um dos filiados ou beneficiários para que o sindicato possa reter os honorários contratuais sobre o montante da condenação;<br />b) após a vigência do supracitado dispositivo, para que o sindicato possa reter os honorários contratuais sobre o montante da condenação, embora seja dispensada a formalidade de apresentação dos contratos individuais e específicos para cada substituído, mantém-se necessária a autorização expressa dos filiados ou beneficiários que optarem por aderir às obrigações do contrato originário.</p>";<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br />Afetação na sessão eletrônica iniciada em 19/10/2022 e finalizada em 25/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 388/STJ.</b></p>;<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).</p>;-
1175;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(10296) Descontos Indevidos, (10304) Auxílio-Alimentação;"<p>a) antes da vigência do § 7º do art. 22 do Estatuto da OAB (5 de outubro de 2018), é necessária a apresentação dos contratos celebrados com cada um dos filiados ou beneficiários para que o sindicato possa reter os honorários contratuais sobre o montante da condenação;<br />b) após a vigência do supracitado dispositivo, para que o sindicato possa reter os honorários contratuais sobre o montante da condenação, embora seja dispensada a formalidade de apresentação dos contratos individuais e específicos para cada substituído, mantém-se necessária a autorização expressa dos filiados ou beneficiários que optarem por aderir às obrigações do contrato originário.</p>";<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br />Afetação na sessão eletrônica iniciada em 19/10/2022 e finalizada em 25/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 388/STJ.</b></p>;<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).</p>;-
