Tipo,Número,Situação,Processos Representativos,Data Afetação,Data Desafetação,Data Julgamento,Data Publicação,Data Trâns. Julgado,Ramo Direito,Assunto,Controvérsia,Tese Firmada,Ementa,Ratio Decidendi,Referência Legislativa,Decisão Admissão/Afetação,Acórdão da Admissão ou Afetação do Precedente,Acórdão do Julgamento do Mérito do Precedente,Observações,Limite Suspensão,Detalhamento abrangência suspensão específica,Decisão Suspensão,Data da Determinação de Suspensão de Processos,Link da Decisão de Suspensão,Titulo
Tema STJ,753,Cancelado,47412818620058210001/STJ,01/09/2008,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discussão: natureza jurídica da remuneração dos serviços de água e esgoto, prestados por concessionária de serviço público, se tarifa ou preço público, a influir diretamente no prazo prescricional para a cobrança do crédito.",,,,,,,,,Processos em Segunda Instância,,,01/09/2008,,
Tema STJ,754,Cancelado,51430800320008130000/STJ,11/09/2008,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, Fato Gerador/Incidência",Discussão: incidência de ICMS sobre cobrança de assinatura mensal da prestação de serviço de telefonia fixa.,,,,,,,,,Processos em Segunda Instância,,,11/09/2008,,
Tema STJ,755,Cancelado,00295121920074010000/STJ,11/02/2009,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Discussão: cabimento, ou não, do reconhecimento da prescrição intercorrente, com base no § 4º, da Lei nº 6.830/80, quando não houve a suspensão do feito.",,,,,,,,,Processos em Segunda Instância,,,11/02/2009,,
Tema STJ,756,Cancelado,00042574420034013801/STJ,06/03/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Extinção do Crédito Tributário, Compensação","Discussão: aplicabilidade das Leis 8.383/1991, 9.430/1996 e 10.637/2002 que disciplinam os regimes de compensação relativos a tributos administrados pela Secretaria da Receita Federal.",,,,,,,,,Processos em Segunda Instância,,,06/03/2009,,
Tema STJ,757,Cancelado,00026170820034058000/STJ,03/04/2009,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discussão: a efetivação de Contrato de Arrendamento Imobiliário Especial com Opção de Compra, criado pela Lei n. 10.150/2000, a fim de garantir a posse de imóvel ocupado por ex-mutuário do Sistema Financeiro de Habitação.",,,,,,,,,Processos em Segunda Instância,,,03/04/2009,,
Tema STJ,758,Cancelado,00200917320054010000/STJ,17/04/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Extinção do Crédito Tributário, Fato Gerador/Incidência, Contribuições, Contribuições Previdenciárias",Discussão: prazo de prescrição intercorrente aplicável às contribuições previdenciárias cujos fatos gerados ocorreram após a CF/88.,,,,,,,,,Processos em Segunda Instância,,,17/04/2009,,
Tema STJ,759,Cancelado,00029164620088190026/STJ,07/05/2009,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Partes e Procuradores, Capacidade Processual","Discussão: legitimidade ativa ad causam do contribuinte de direito para pleitear a repetição de indébito decorrente da incidência de tributo indireto, em virtude da ausência de demonstração do repasse financeiro do ônus do tributo ao contribuinte de fato,",,,,,,,,,Processos em Segunda Instância,,,07/05/2009,,
Tema STJ,760,Cancelado,01334417720038210013/STJ,11/02/2009,,,,,DIREITO CIVIL,"DIREITO CIVIL, Sistema Financeiro da Habitação, Espécies de Contratos",Discute-se a redução da multa moratória de 10% para 2% em contrato celebrado no âmbito do Sistema Financeiro de Habitação.,,,,,,,,,Processos em Segunda Instância,,,11/02/2009,,
Tema STJ,762,Cancelado,90885707220018260000/STJ,12/05/2009,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,"Discussão alusiva à existência ou não de bitributação, decorrente de suposta identidade entre as bases de cálculo da contribuição sindical rural - CST - e do imposto territorial rural - ITR, de modo a definir a possibilidade do enquadramento do produtor r",,,,,,,,,Processos em Segunda Instância,,,12/05/2009,,
Tema STJ,763,Cancelado,"00273618920084030000/STJ, 00222651620004013400/STJ, 00273618920084030000/STJ",07/05/2009,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,Discussão: limite à compensação tributária instituída pela Lei 9.129/95.,,,,,,,,,Processos em Segunda Instância,,,07/05/2009,,
Tema STJ,764,Cancelado,13009868719964036108/STJ,28/05/2009,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Discussão: possibilidade, ou não, de homologar desistência parcial de mandado de segurança que objetiva assegurar direito líquido e certo de não pagar IPI sobre saídas de açúcar oriundo da safra 1996/97, uma vez que a IN-SRF 67/98 reconheceu a não-incidên",,,,,,,,,Processos em Segunda Instância,,,28/05/2009,,
Tema STJ,765,Cancelado,00475240820088217000/STJ,29/05/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, Fato Gerador/Incidência, ICMS / Incidência Sobre o Ativo Fixo","Discussão: incidência de ICMS sobre a importação de equipamento destinado a compor o ativo fixo de pessoa jurídica, prestadora de serviços médicos, depois do advento da Ementa Constitucional 33/2001, que alterou a redação do artigo 155, IX, ""a"", da Consti",,,,,,,,,Processos em Segunda Instância,,,29/05/2009,,
Tema STJ,767,Cancelado,00143282719984050000/STJ,01/06/2009,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Sucumbência , Honorários Advocatícios em FGTS","Discussão: possibilidade, ou não, de retenção, por parte da CEF, de honorários estabelecidos por contrato entre os advogados e os autores.",,,,,,,,,Processos em Segunda Instância,,,01/06/2009,,
Tema STJ,768,Cancelado,01134010220088260000/STJ,02/06/2009,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Discute-se se a ordem de preferência prevista no art. 11 da LEF é rígida, ou não, e se a penhora de faturamento é medida excepcional.",,,,,,,,,Processos em Segunda Instância,,,02/06/2009,,
Tema STJ,770,Cancelado,00206128919964047100/STJ,27/08/2009,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Valor da Causa, Liquidação / Cumprimento / Execução, Honorários Advocatícios, Correção Monetária",Discussão: índice de correção monetária a ser utilizado em liquidação de sentença de honorários advocatícios arbitrados sobre o valor da causa.,,,,,,,,,Processos em Segunda Instância,,,27/08/2009,,
Tema STJ,771,Cancelado,00079100720078160004/STJ,02/09/2009,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Discussão: suspensão do fornecimento de energia elétrica nas hipóteses em que não se comprova o não pagamento das faturas pelo consumidor.,,,,,,,,,Processos em Segunda Instância,,,02/09/2009,,
Tema STJ,772,Cancelado,00079100720078160004/STJ,02/09/2009,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discussão: possibilidade de cobrança do valor não faturado no período em que houve redução de consumo, na forma prevista no art. 71 e 72 da Resolução n. 456 da ANEEL, na hipótese de verificação de avarias no equipamento de medição de consumo e possibilida",,,,,,,,,Processos em Segunda Instância,,,02/09/2009,,
Tema STJ,773,Cancelado,00002272620074058000/STJ,02/09/2009,,,,,DIREITO DO CONSUMIDOR,DIREITO DO CONSUMIDOR,Discussão: competência do Procon estadual para aplicar multa relativa às relações de consumo em desfavor de empresa pública federal.,,,,,,,,,Processos em Segunda Instância,,,02/09/2009,,
Tema STJ,774,Cancelado,00055483420044047205/STJ,15/10/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Isenção, Contribuições Sociais, Cofins, PIS","Discussão: caracterização das variações positivas decorrentes dos contratos de câmbio como receitas de exportação, para fins de abrangência pela isenção no artigo 14 da Lei 10.637/2002.",,,,,,,,,Processos em Segunda Instância,,,15/10/2009,,
Tema STJ,775,Cancelado,00271443020064047100/STJ,15/10/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Regimes Especiais de Tributação, SIMPLES","Discussão: vedação à opção pelo SIMPLES, por empresa que tenha por atividade a execução de obras de construção civil, nos termos do art. 9º, V, § 4º, da Lei 9.317/96.",,,,,,,,,Abrangência Específica,REsps distribuídos ao Ministro Relator,,15/10/2009,,
Tema STJ,776,Cancelado,00261476320084030000/STJ,15/10/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Crédito Tributário, Alíquota, Alíquota Zero","Discussão: concessão do benefício da alíquota zero à importação da vitamina 'E' e seus derivados, consoante o Acordo Geral de Tarifas Aduaneiras e Comércio - GATT.",,,,,,,,,Processos em Segunda Instância,,,15/10/2009,,
Tema STJ,778,Cancelado,00035754820044058100/STJ,27/10/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Procedimentos Fiscais, Liberação de mercadorias","Discussão: impossibilidade de retenção de mercadoria importada com o escopo de cobrar o pagamento de tributo (Súmula 323 do STF), ao argumento de que houve irregularidade quanto à classificação tarifária apontada pelo contribuinte.",,,,,,,,,Processos em Segunda Instância,,,27/10/2009,,
Tema STJ,781,Cancelado,00013413420068160130/STJ,14/04/2014,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Discussão: mitigação do art. 741, VI, do CPC, em face das peculiaridades do caso concreto, reproduzidas em centenas de ações nas quais foi réu o Consórcio Nacional Ford.",,,,,,,,,Processos em Segunda Instância,,,14/04/2014,,
Tema STJ,782,Cancelado,00002907820014059999/STJ,27/10/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Contribuições, Contribuições Sociais, Funrural",Discussão: termo ad quem (data de extinção) da contribuição para o FUNRURAL incidente sobre as operações econômicas de aquisição de produtos rurais pelas agroindústrias.,,,,,,,,,Processos em Segunda Instância,,,27/10/2009,,
Tema STJ,783,Cancelado,00291709520044013400/STJ,05/11/2009,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Substituição Tributária, Cofins, PIS, Exclusão - IPI","Discussão: exclusão do IPI da base de cálculo do PIS e COFINS, no regime da substituição tributária.",,,,,,,,,Processos em Segunda Instância,,,05/11/2009,,
Tema STJ,784,Cancelado,00096223820044058100/STJ,04/12/2009,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Expurgos Inflacionários / Planos Econômicos, FGTS/Fundo de Garantia por Tempo de Serviço","Discussão: se o titular da conta vinculada ao FGTS, que já sacou a importância principal por ocasião de sua aposentadoria, tem direito de levantar o resíduo de correção monetária decorrente dos planos econômicos governamentais a que alude o art. 4º, I da ",,,,,,,,,Processos em Segunda Instância,,,04/12/2009,,
Tema STJ,785,Cancelado,00176238620074058300/STJ,07/12/2009,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discussão: o levantamento do FGTS com base no art. 20, VIII, da Lei 8.036/90 - ""A conta vinculada do trabalhador no FGTS poderá ser movimentada (...) quando o trabalhador permanecer três anos ininterruptos, a partir de 1º de julho de 1990, fora do regime ",,,,,,,,,Processos em Segunda Instância,,,07/12/2009,,
Tema STJ,786,Cancelado,00741452319964039999/STJ,01/02/2010,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,"Discussão: utilização da TRD sobre os débitos fiscais, a título de juros de mora, incidentes a partir de fevereiro de 1991, nos termos da Lei 8.218/91, restando afastada a sua incidência como fator de correção monetária.",,,,,,,,,Processos em Segunda Instância,,,01/02/2010,,
Tema STJ,787,Cancelado,00081474020014058201/STJ,22/02/2010,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discussão: liberação de hipoteca no caso de liquidação antecipada de imóvel, cujos recibos de quitação condicionam a liberação do imóvel à efetiva liquidação do débito.",,,,,,,,,Processos em Segunda Instância,,,22/02/2010,,
Tema STJ,788,Cancelado,00052140720054013500/STJ,03/03/2010,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física, Incidência sobre Aposentadoria, Contribuições Previdenciárias","Discussão: isenção do imposto de renda e da contribuição previdenciária sobre os proventos de aposentadoria pagos aos já anistiados que, após reintegração ao serviço público e implemento do tempo de serviço, aposentaram-se voluntariamente.",,,,,,,,,Processos em Segunda Instância,,,03/03/2010,,
Tema STJ,789,Cancelado,00052140720054013500/STJ,03/03/2010,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física, Incidência sobre Aposentadoria, Contribuições Previdenciárias","Discussão: isenção do imposto de renda e da contribuição previdenciária sobre os proventos de aposentadoria pagos aos já anistiados que, após reintegração ao serviço público e implemento do tempo de serviço, aposentaram-se voluntariamente.",,,,,,,,,Processos em Segunda Instância,,,03/03/2010,,
Tema STJ,790,Cancelado,00345264519984013800/STJ,04/03/2010,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,"Discussão: adicional de alíquota de 2,5% atinente à contribuição previdenciária patronal (sobre a folha de salários) exigido da entidades de previdência privada (entre outras), à luz do disposto no artigo 22, § 1º, da Lei 8.212/91.",,,,,,,,,Abrangência Específica,"O Ministro Relator determinou ""a suspensão do julgamento dos demais recursos especiais distribuídos a esta relatoria e que versem sobre o mesmo tema, até o pronunciamento definitivo do Tribunal'.",,04/03/2010,,
Tema STJ,791,Cancelado,00000793920024025101/STJ,04/03/2010,,,,,DIREITO TRIBUTÁRIO,"Repetição de indébito, Cofins, PIS, DIREITO PROCESSUAL CIVIL E DO TRABALHO",Discussão: legitimidade ativa ad causam do comerciante varejista de combustível para pleitear a restituição do indébito tributário referente ao PIS e à COFINS incidentes sobre o faturamento relativo ao comércio de derivados de petróleo e álcool etílico hi,,,,,,,,,Abrangência Específica,REsps distribuídos ao Ministro Relator,,04/03/2010,,
Tema STJ,792,Cancelado,00000793920024025101/STJ,04/03/2010,,,,,DIREITO TRIBUTÁRIO,"Repetição de indébito, Cofins, PIS, DIREITO PROCESSUAL CIVIL E DO TRABALHO",Discussão: legitimidade ativa ad causam do comerciante varejista de combustível para pleitear a restituição do indébito tributário referente ao PIS e à COFINS incidentes sobre o faturamento relativo ao comércio de derivados de petróleo e álcool etílico hi,,,,,,,,,Abrangência Específica,REsps distribuídos ao Ministro Relator,,04/03/2010,,
Tema STJ,795,Cancelado,00488725020048240038/STJ,05/03/2010,,,,,DIREITO TRIBUTÁRIO,ISS/ Imposto sobre Serviços,Discussão: incidência de ISS sobre a atividade de hotelaria / hospedagem.,,,,,,,,,Processos em Segunda Instância,,,05/03/2010,,
Tema STJ,796,Cancelado,"00251981920074050000/STJ, 00251981920074050000/STJ, 00251981920074050000/STJ, 00273618920084030000/STJ",23/03/2010,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,"Limitação à compensação tributária prevista no artigo 89, § 3º, da Lei 8.212/91, em virtude das alterações promovidas pelas Leis 9.032/95 e 9.129/95.",,,,,,,,,Processos em Segunda Instância,,,21/02/2011,,
Tema STJ,797,Cancelado,00042183120014047003/STJ,14/12/2010,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Crédito Tributário, Suspensão da Exigibilidade, Depósito Prévio ao Recurso Administrativo, Arrolamento de Bens","Discussão: cabimento ou não do procedimento de arrolamento de bens, previsto no art. 64 da Lei 9.532/97, na hipótese em que o crédito tributário encontra-se garantido por depósito judicial de montante parcial.",,,,,,,,,Processos em Segunda Instância,,,24/03/2010,,
Tema STJ,798,Cancelado,00015323820074047203/STJ,10/02/2010,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Discussão: possibilidade de indenização pelas restrições existentes nos imóveis adquiridos após a publicação do Decreto 750/93.,,,,,,,,,Processos em Segunda Instância,,,10/02/2010,,
Tema STJ,799,Cancelado,00052853320068020001/STJ,18/05/2010,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Discussão: solidariedade passiva de União, Estados e Municípios, para figurar no pólo passivo de demanda concernente ao fornecimento de medicamentos.",,,,,,,,,Abrangência Específica,"O Ministro Relator determinou que fossem suspensos ""os demais recursos distribuídos a esta relatoria relativos ao mesmo tema, até o julgamento do presente recurso especial"".",,18/05/2010,,
Tema STJ,800,Cancelado,01500984820078190001/STJ,01/07/2010,,,,,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias",Discussão: legitimidade da cobrança de ICMS sobre serviços de água canalizada.,,,,,,,,,Processos em Segunda Instância,,,01/07/2010,,
Tema STJ,801,Cancelado,00033340319998260091/STJ,09/08/2010,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Responsabilidade da Administração, Indenização por Dano Moral",Discussão: definição da taxa de juros moratórios aplicáveis na execução de sentença proferida no âmbito de ação de indenização por dano material contra a Fazenda Pública após a vigência do Código Civil de 2002.,,,,,,,,,Processos em Segunda Instância,,,09/08/2010,,
Tema STJ,802,Cancelado,00684881820048260050/STJ,18/08/2010,,,,,DIREITO PENAL,DIREITO PENAL,"Discussão: aplicação do concurso material e da continuidade delitiva no caso de cometimento de crimes de estupro e atentado violento ao pudor, em relação à mesma vítima.",,,,,,,,,Processos em Segunda Instância,,,18/08/2010,,
Tema STJ,803,Cancelado,00059907320084047200/STJ,19/08/2010,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Terreno de Marinha, Taxa de Ocupação / Laudêmio / Foro",Discussão: majoração da taxa de ocupação de terreno de marinha pela revisão dos valores de imóveis promovida pela SPU.,,,,,,,,,Processos em Segunda Instância,,,19/08/2010,,
Tema STJ,805,Cancelado,00080575020064058300/STJ,12/11/2010,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Reajustes de Remuneração, Proventos ou Pensão","Discussão: possibilidade de reconhecimento da prescrição, nos moldes do artigo 1º do Decreto 20.910/32, da pretensão de servidores públicos federais ao reajuste da parcela remuneratória denominada 'adiantamento de PCCS' no período compreendido entre janei",,,,,,,,,Processos em Segunda Instância,,,12/11/2010,,
Tema STJ,807,Cancelado,04705947519948130024/STJ,18/02/2011,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,"Discussão: ""ocorrência da prescrição intercorrente quando, no prazo de cinco anos, não se verificam as hipóteses listadas nos arts. 151 ou 174 do CTN.""",,,,,,,,,Processos em Segunda Instância,,,18/02/2011,,
Tema STJ,808,Cancelado,00156567920024058300/STJ,11/03/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discussão: ""direito à reversão, à filha maior de 21 anos não inválida, de pensão especial de ex-combatente.""",,,,,,,,,Processos em Segunda Instância,,,11/03/2011,,
Tema STJ,809,Cancelado,00002050520024058400/STJ,17/05/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Energia Elétrica","Discute-se o direito à devolução dos valores pagos, a título de sobretaxa, em razão do consumo superior à meta estabelecida para a sua residência, por ocasião da vigência do Programa Emergencial de Redução do Consumo de Energia Elétrica, instituído pela M",,,,,,,,,Processos em Segunda Instância,,,17/05/2011,,
Tema STJ,810,Cancelado,00505821320094050000/STJ,19/08/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Reajustes de Remuneração, Proventos ou Pensão","Discussão: até que data é devido o reajuste de 3,17% nos vencimentos/proventos dos servidores públicos (policiais federais), tendo em vista a edição da Lei 9.678/98.",,,,,,,,,Processos em Segunda Instância,,,19/08/2011,,
Tema STJ,811,Cancelado,00111014820044058300/STJ,19/08/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Sistema Remuneratório e Benefícios",Discute-se o direito dos militares temporários à indenização de transporte.,,,,,,,,,Processos em Segunda Instância,,,19/08/2011,,
Tema STJ,812,Cancelado,00023256520004013400/STJ,29/09/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Gratificação Incorporada / Quintos e Décimos / VPNI","Discute-se a possibilidade ou não de alteração dos valores dos 'quintos' incorporados durante a vigência da Lei n. 7.596/87, em decorrência do exercício das Funções Comissionadas e Gratificadas estabelecidas pela Portaria n. 474/MEC, para os patamares est",,,,,,,,,Processos em Segunda Instância,,,29/09/2011,,
Tema STJ,813,Cancelado,00034603320114050000/STJ,30/09/2011,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução, Honorários Advocatícios",Discute-se a legitimidade da Unafisco para promover a execução dos honorários decorrentes do processo de conhecimento.,,,,,,,,,Processos em Segunda Instância,,,30/09/2011,,
Tema STJ,814,Cancelado,00296108420014020000/STJ,08/11/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Posse e Exercício, Concurso Público / Edital",Discute-se a teoria do fato consumado nas hipóteses em que o candidato em concurso público toma posse no cargo por decisão liminar.,,,,,,,,,Processos em Segunda Instância,,,08/11/2011,,
Tema STJ,815,Cancelado,00007340620074013309/STJ,07/12/2011,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"Discute-se o prazo prescricional nos casos de devolução das deduções efetuadas pela União nas cotas do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEF dos Municípios, anteriormente repassadas a maior, a ",,,,,,,,,Processos em Segunda Instância,,,07/12/2011,,
Tema STJ,816,Cancelado,00024653920034058200/STJ,15/03/2012,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos, Fiscalização, Organização Político-administrativa / Administração Pública","Discute-se a auto-executoriedade de ato administrativo emanado pela autarquia ambiental que determina o embargo de obra irregular e sua respectiva demolição, a afastar a atuação do Judiciário.",,,,,,,,,Processos em Segunda Instância,,,15/03/2012,,
Tema STJ,817,Cancelado,00078885420064058400/STJ,27/02/2012,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Servidor Público Civil, Reajustes de Remuneração, Proventos ou Pensão, Índice de 28,86% Lei 8.622/1993 e 8.627/1993","Discute-se o reajuste de 28,86% sobre a Gratificação de Estímulo à Fiscalização e à Arrecadação - GEFA.",,,,,,,,,Processos em Segunda Instância,,,27/02/2012,,
Tema STJ,818,Cancelado,00079743720014058000/STJ,28/03/2012,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Partes e Procuradores, Nulidade, Capacidade Processual","Discute-se a legitimidade da CEF para integrar a lide na qual se postula a anulação da Notificação para Depósito de Fundo de Garantia - NDFG´s, com a consequente desconstituição da inscrição em dívida ativa.",,,,,,,,,Processos em Segunda Instância,,,28/03/2012,,
Tema STJ,819,Cancelado,00079743720014058000/STJ,28/03/2012,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Inquérito / Processo / Recurso Administrativo, FGTS/Fundo de Garantia por Tempo de Serviço",Discute-se a necessidade de discriminação no processo administrativo dos empregados em favor dos quais será revertido o FGTS.,,,,,,,,,Processos em Segunda Instância,,,28/03/2012,,
Tema STJ,820,Cancelado,00077671720064010000/STJ,28/03/2012,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Organização Político-administrativa / Administração Pública, FGTS/Fundo de Garantia por Tempo de Serviço",Discute-se a necessidade de apresentação de documento físico assinado pelo fundista para homologar adesão ao acordo previsto na Lei 110/2001 firmado via internet.,,,,,,,,,Processos em Segunda Instância,,,28/03/2012,,
Tema STJ,821,Cancelado,00114125220074058100/STJ,04/10/2012,,,,,DIREITO TRIBUTÁRIO,DIREITO TRIBUTÁRIO,Discussão: violação dos dispositivos de lei que disciplinam os requisitos da CDA.,,,,,,,,,Processos em Segunda Instância,,,04/10/2012,,
Tema STJ,822,Cancelado,00237282720004036119/STJ,27/11/2012,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Partes e Procuradores, Substituição Processual, Substituição da Parte","Discute-se a habilitação de sucessores nos autos do processo em que o autor postulou benefício assistencial previsto no artigo 20 da Lei n. 8.742/93, mas veio a falecer no curso da demanda.",,,,,,,,,Processos em Segunda Instância,,,27/11/2012,,
Tema STJ,823,Cancelado,50011855020124047200/STJ,07/12/2012,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Discute-se o pagamento da Gratificação de Estímulo à Docência - GED aos inativos na sua integralidade mesmo quando se tratar de servidor aposentado proporcionalmente.,,,,,,,,,Processos em Segunda Instância,,,07/12/2012,,
